Pers.no.,Action Type,Reason for Action,CoCd,Company Code,Personnel Area,Personnel Subarea,Cost ctr,Cost Center,Organizational Unit,Start date Action
90000154,Termination (HR checklist),Retrenchment,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10300,JKT Finance,Finance,1/08/2014
90000155,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10300,JKT Finance,Finance,23/06/2002
90000157,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10290,JKT HR & Training,Human Resources,16/02/2004
90000158,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10300,JKT Finance,Finance,1/02/2010
90001012,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10210,JKT Mould Shop,Mould Shop/R & D,1/12/2005
90001019,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10570,JKT Distribution,Distribution,1/02/2008
90001023,Termination (HR checklist),Retrenchment,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10770,JKT Security,Security,6/02/2003
90001045,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Day Glass,10210,JKT Mould Shop,Mould Shop,1/10/2013
90001054,Termination (HR checklist),Retrenchment,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10760,JKT Canteen,Canteen,5/03/2005
90001064,Termination (HR checklist),Retrenchment,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10760,JKT Canteen,Canteen,5/03/2005
90001065,Termination (HR checklist),Retrenchment,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10760,JKT Canteen,Canteen,5/03/2005
90001068,Termination (HR checklist),Retrenchment,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10760,JKT Canteen,Canteen,5/03/2005
90001069,Termination (HR checklist),Retrenchment,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10760,JKT Canteen,Canteen,5/03/2005
90001071,Termination (HR checklist),Retrenchment,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10760,JKT Canteen,Canteen,5/03/2005
90001072,Termination (HR checklist),Retrenchment,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Day Glass,10290,JKT HR & Training,Human Resources,1/04/2003
90001073,Termination (HR checklist),Retrenchment,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Day Glass,10760,JKT Canteen,Canteen,5/03/2005
90001080,Termination (HR checklist),Retrenchment,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10760,JKT Canteen,Canteen,5/03/2005
90001086,Termination (HR checklist),Retrenchment,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Shft Staff,10770,JKT Security,Security,6/02/2003
90001087,Termination (HR checklist),Retrenchment,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Shft Staff,10770,JKT Security,Security,6/02/2003
90001088,Termination (HR checklist),Retrenchment,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Shft Staff,10770,JKT Security,Security,6/02/2003
90001091,Termination (HR checklist),Retrenchment,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10760,JKT Canteen,Canteen,5/03/2005
90001092,Termination (HR checklist),Retrenchment,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10760,JKT Canteen,Canteen,5/03/2005
90001093,Termination (HR checklist),Retrenchment,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10760,JKT Canteen,Canteen,5/03/2005
90001096,Termination (HR checklist),Retrenchment,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Day Glass,10760,JKT Canteen,Canteen,5/03/2005
90001097,Termination (HR checklist),Dismissal,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10130,JKT Forming,"""D"" Shift Hot End",1/10/2008
90001099,Termination (HR checklist),Retrenchment,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Shft Staff,10770,JKT Security,Security,6/02/2003
90002005,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10100,JKT Batch,Batch & Furnace,1/12/2004
90002006,Termination (HR checklist),Illness / Disability,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10100,JKT Batch,Batch & Furnace,1/03/2003
90002010,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Day Glass,10100,JKT Batch,Batch & Furnace,1/07/2011
90002015,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10160,JKT Inspect,"""D"" Shift Cold End",1/06/2011
90002018,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Shft Staff,10100,JKT Batch,Batch & Furnace,1/04/2010
90002021,Termination (HR checklist),Contract Expired,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10110,JKT Melt,Batch & Furnace,1/10/2006
90002028,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Day Glass,10140,JKT Job Change,Job Change,1/01/2009
90002030,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10290,JKT HR & Training,Human Resources,1/02/2006
90002031,Termination (HR checklist),Retrenchment,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10280,JKT Cust Tech Servic,Finished Products,1/05/2004
90002034,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10130,JKT Forming,B' Shift - Forming,1/08/2005
90002035,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10270,JKT Manufacturing,Production Planning Inventory Control,1/10/2006
90002040,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Shft Staff,10130,JKT Forming,"Shift Operation ""C""",1/02/2010
90002042,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Shft Staff,10130,JKT Forming,"Shift Operation ""D""",1/01/2008
90002043,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Shft Staff,10130,JKT Forming,B' Shift - Forming,1/09/2003
90002044,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10140,JKT Job Change,Job Change,17/11/2008
90002045,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Day Glass,10140,JKT Job Change,Forming,1/02/2009
90002049,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10270,JKT Manufacturing,Forming Development,1/07/2009
90002051,Termination (HR checklist),Dismissal,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Shft Staff,10130,JKT Forming,C' Shift - Forming,1/02/2004
90002052,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Shft Staff,10130,JKT Forming,B' Shift - Forming,1/06/2006
90002054,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10270,JKT Manufacturing,Manufacturing,1/07/2006
90002055,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10210,JKT Mould Shop,Mould Shop/R & D,1/11/2006
90002056,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Day Glass,10260,JKT Plant Reliabilty,Mechanical Engineering,1/03/2008
90002058,Termination (HR checklist),Dismissal,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10130,JKT Forming,C' Shift - Forming,1/12/2003
90002060,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10200,JKT Decorate & Label,Annealing Coating Lehr,1/06/2008
90002061,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Shft Staff,10130,JKT Forming,"Shift Operation ""A""",1/09/2007
90002063,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Shft Staff,10130,JKT Forming,B' Shift - Forming,1/04/2002
90002072,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Day Glass,10170,JKT Pack,Quality Service,1/08/2010
90002075,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10170,JKT Pack,Quality Service,1/05/2007
90002081,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Shft Staff,10160,JKT Inspect,"""B"" Shift Cold End",1/11/2008
90002084,Termination (HR checklist),Retrenchment,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Shft Staff,10770,JKT Security,Security,6/02/2003
90002085,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10160,JKT Inspect,Inspection & Packing,1/05/2006
90002088,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10100,JKT Batch,Batch & Furnace,1/10/2006
90002094,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10160,JKT Inspect,C'Shift - Inspection & Packing,1/01/2005
90002095,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10170,JKT Pack,Quality Service,1/09/2007
90002099,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10270,JKT Manufacturing,Production,1/07/2007
90002103,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Day Glass,10170,JKT Pack,Quality Service,1/12/2009
90002104,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10160,JKT Inspect,Quality Service,1/09/2007
90002107,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10160,JKT Inspect,Quality Assurance,1/10/2004
90002108,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Day Glass,10160,JKT Inspect,Quality Service,1/10/2006
90002111,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10160,JKT Inspect,A'Shift - Inspection & Packing,1/07/2004
90002112,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10160,JKT Inspect,D'Shift - Inspection & Packing,1/05/2005
90002121,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10290,JKT HR & Training,Human Resources,1/03/2003
90002125,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Day Glass,10200,JKT Decorate & Label,Annealing Coating Lehr,1/07/2007
90002126,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10160,JKT Inspect,Cold End Support,1/08/2006
90002133,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10160,JKT Inspect,A'Shift - Inspection & Packing,1/01/2006
90002135,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10160,JKT Inspect,Annealing Coating Lehr,1/11/2006
90002139,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Day Glass,10140,JKT Job Change,Job Change,1/02/2009
90002140,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Shft Staff,10160,JKT Inspect,"""C"" Shift Cold End",1/02/2007
90002142,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10160,JKT Inspect,"""D"" Shift Cold End",1/06/2009
90002149,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10200,JKT Decorate & Label,Annealing Coating Lehr,1/01/2009
90002153,Termination (HR checklist),Contract Expired,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10160,JKT Inspect,Annealing Coating Lehr,1/10/2006
90002156,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Day Glass,10130,JKT Forming,Job Change,1/01/2005
90002168,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Day Glass,10570,JKT Distribution,Logistics,1/05/2004
90002173,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10260,JKT Plant Reliabilty,Factory Engineering,1/02/2005
90002174,Termination (HR checklist),Contract Expired,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10230,JKT Maintenance-Elec,Electronic,9/03/2007
90002178,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10260,JKT Plant Reliabilty,Plant Engineering,1/09/2003
90002180,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10260,JKT Plant Reliabilty,Plant Engineering,1/05/2004
90002181,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10260,JKT Plant Reliabilty,Plant Engineering,1/09/2004
90002189,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Day Glass,10260,JKT Plant Reliabilty,Mechanical Engineering,1/05/2012
90002194,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10160,JKT Inspect,"""D"" Shift Cold End",1/12/2008
90002195,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10570,JKT Distribution,Distribution,1/11/2010
90002197,Termination (HR checklist),Deceased,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Day Glass,10260,JKT Plant Reliabilty,Mechanical Engineering,1/05/2007
90002206,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10240,JKT Maintenance-Mc,Machine Maintenance,1/03/2006
90002215,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10210,JKT Mould Shop,Mould Shop/R & D,1/12/2006
90002216,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Day Glass,10210,JKT Mould Shop,Mould Shop/R & D,1/04/2005
90002224,Termination (HR checklist),Contract Expired,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10240,JKT Maintenance-Mc,Mould Shop/R & D,1/07/2003
90002226,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Day Glass,10240,JKT Maintenance-Mc,Mould Shop/R & D,1/06/2002
90002228,Termination (HR checklist),Retrenchment,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Shft Staff,10770,JKT Security,Security,6/02/2003
90002229,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Day Glass,10210,JKT Mould Shop,Mould Shop/R & D,1/04/2006
90002234,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Day Glass,10260,JKT Plant Reliabilty,Mechanical Engineering,1/02/2013
90002237,Termination (HR checklist),Retrenchment,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10300,JKT Finance,Finance,1/04/2003
90002238,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10580,JKT Warehousing,Store,1/11/2010
90002240,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Day Glass,10570,JKT Distribution,Warehouse,1/08/2005
90002243,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10570,JKT Distribution,Distribution,1/07/2011
90002245,Termination (HR checklist),Deceased,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Day Glass,10230,JKT Maintenance-Elec,Plant Electrical,1/08/2002
90002246,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Day Glass,10570,JKT Distribution,Distribution,1/09/2009
90002252,Termination (HR checklist),Retrenchment,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Shft Staff,10770,JKT Security,Security,6/02/2003
90002259,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10160,JKT Inspect,Finished Products,1/01/2005
90002261,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Day Glass,10160,JKT Inspect,Quality Service,1/12/2006
90002263,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10330,JKT Purchasing,Purchasing,1/04/2011
90002264,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10210,JKT Mould Shop,Mould Shop/R & D,1/07/2006
90002265,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Shft Staff,10160,JKT Inspect,A'Shift - Inspection & Packing,1/12/2005
90002266,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10210,JKT Mould Shop,Mould Shop/R & D,1/03/2007
90002270,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10260,JKT Plant Reliabilty,Plant Engineering,1/04/2008
90002272,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Day Glass,10240,JKT Maintenance-Mc,Mould Shop/R & D,1/09/2004
90002278,Termination (HR checklist),Retrenchment,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Shft Staff,10770,JKT Security,Security,6/02/2003
90002285,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Day Glass,10130,JKT Forming,Job Change,1/01/2005
90002291,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10210,JKT Mould Shop,Mould Shop,1/11/2010
90002293,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10210,JKT Mould Shop,Mould Shop,1/09/2012
90002300,Termination (HR checklist),Deceased,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Day Glass,10160,JKT Inspect,Secondary Process,1/10/2005
90002301,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Shft Staff,10130,JKT Forming,"Shift Operation ""D""",1/01/2012
90002303,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10140,JKT Job Change,Job Change,1/06/2007
90002305,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10130,JKT Forming,A' Shift - Forming,1/05/2006
90002315,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10290,JKT HR & Training,Human Resources,1/09/2004
90002316,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10160,JKT Inspect,"""C"" Shift Cold End",1/01/2012
90002320,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Day Glass,10240,JKT Maintenance-Mc,Mould Shop/R & D,1/01/2004
90002329,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Day Glass,10210,JKT Mould Shop,Mould Shop/R & D,1/03/2007
90002334,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10210,JKT Mould Shop,Mould Shop/R & D,1/05/2009
90002335,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10260,JKT Plant Reliabilty,Factory Engineering,1/07/2003
90002337,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10570,JKT Distribution,Logistics,1/08/2002
90002341,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10160,JKT Inspect,"""A"" Shift Cold End",1/06/2010
90002342,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10260,JKT Plant Reliabilty,Mechanical Engineering,1/11/2009
90002346,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10260,JKT Plant Reliabilty,Plant Engineering,1/11/2009
90002362,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Day Glass,10200,JKT Decorate & Label,Annealing Coating Lehr,1/01/2013
90002363,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10210,JKT Mould Shop,Mould Shop,1/07/2011
90002371,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10160,JKT Inspect,"""C"" Shift Cold End",1/11/2008
90002375,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10160,JKT Inspect,"""B"" Shift Cold End",1/04/2010
90002376,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10160,JKT Inspect,A' Shift - Select & Pack,1/11/2002
90002377,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10570,JKT Distribution,Distribution,1/01/2013
90002382,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10270,JKT Manufacturing,Production Planning Inventory Control,1/02/2009
90002383,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Day Glass,10170,JKT Pack,Quality Service,1/11/2012
90002386,Termination (HR checklist),Retrenchment,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Shft Staff,10770,JKT Security,Security,6/02/2003
90002393,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Shft Staff,10110,JKT Melt,Batch & Furnace,1/02/2010
90002397,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10260,JKT Plant Reliabilty,Mechanical Engineering,1/12/2005
90002400,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Day Glass,10170,JKT Pack,Quality Service,1/11/2009
90002402,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Shft Staff,10160,JKT Inspect,"Shift Operation ""B""",1/03/2015
90002411,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10130,JKT Forming,"""A"" Shift Hot End",1/02/2012
90002426,Termination (HR checklist),Resignation,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Day Glass,10240,JKT Maintenance-Mc,Machine Maintenance,1/04/2006
90002427,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10240,JKT Maintenance-Mc,Machine Maintenance,1/02/2014
90002428,Termination (HR checklist),Retrenchment,1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Shft Staff,10770,JKT Security,Security,6/02/2003
90002435,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Day Glass,10140,JKT Job Change,Job Change,1/04/2009
90002439,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Day Glass,10140,JKT Job Change,Job Change,1/01/2008
90002441,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Day Glass,10260,JKT Plant Reliabilty,Forming Development,1/01/2010
90002444,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Day Glass,10210,JKT Mould Shop,Mould Shop,1/08/2014
90002445,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Day Glass,10170,JKT Pack,Quality Service,1/06/2007
90002448,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Staff,Jkta Day No Awd,10100,JKT Batch,Batch & Furnace,1/04/2011
90002450,Termination (HR checklist),Retirement (age),1020,PT Kangar Consol. Indust.,Indonesia Jakarta Wages,Jkta Shft Glass,10100,JKT Batch,Batch & Furnace,1/03/2009
